z,val,err,probe,type,RA,DEC
0.76,45.277494,0.298484,quasar,mu,,
1.1105,44.978791,0.292268,quasar,mu,,
1.0501,44.424525,0.276585,quasar,mu,,
1.156,45.410147,0.193302,quasar,mu,,
0.5285,44.364826,0.289403,quasar,mu,,
0.9066,45.997723,0.211944,quasar,mu,,
0.773,43.929385,0.273078,quasar,mu,,
0.5745,43.737267,0.355085,quasar,mu,,
0.7893,45.503183,0.366995,quasar,mu,,
0.5695,43.38792,0.232583,quasar,mu,,
0.9628,44.688133,0.442602,quasar,mu,,
0.6923,39.723397,0.203134,quasar,mu,,
0.5579,41.592517,0.126329,quasar,mu,,
0.5798,46.039164,0.420717,quasar,mu,,
0.559,45.313917,0.381693,quasar,mu,,
1.1551,44.963601,0.324886,quasar,mu,,
1.871,45.351028,0.181534,quasar,mu,,
0.8308,42.229472,0.143504,quasar,mu,,
0.3137,41.931587,0.131165,quasar,mu,,
0.4855,43.161298,0.132723,quasar,mu,,
0.999,41.962316,0.181571,quasar,mu,,
0.4518,41.985682,0.157182,quasar,mu,,
0.7652,40.587369,0.219087,quasar,mu,,
0.3539,42.19617,0.164664,quasar,mu,,
0.3684,40.181436,0.238309,quasar,mu,,
0.9665,46.424857,0.257633,quasar,mu,,
0.7061,41.382878,0.187405,quasar,mu,,
2.0356,43.915282,0.26315,quasar,mu,,
0.78,40.63017,0.178239,quasar,mu,,
2.857,43.968742,0.376849,quasar,mu,,
0.8886,42.531945,0.172534,quasar,mu,,
1.6304,42.425299,0.331393,quasar,mu,,
1.0676,44.985979,0.225616,quasar,mu,,
0.3814,42.281721,0.269962,quasar,mu,,
1.184,42.828346,0.175329,quasar,mu,,
1.9737,44.639296,0.397286,quasar,mu,,
1.4831,45.311181,0.330914,quasar,mu,,
1.3709,44.293777,0.191659,quasar,mu,,
1.1138,44.818799,0.180559,quasar,mu,,
1.0852,45.143933,0.174651,quasar,mu,,
1.9088,45.86823,0.4746,quasar,mu,,
1.4769,44.647593,0.347898,quasar,mu,,
2.0712,44.616986,0.451706,quasar,mu,,
1.8804,46.236588,0.677762,quasar,mu,,
1.855,43.544,0.389031,quasar,mu,,
0.9103,43.657408,0.177702,quasar,mu,,
1.356,45.488651,0.268702,quasar,mu,,
1.2747,42.61963,0.167085,quasar,mu,,
3.412,46.854824,0.676332,quasar,mu,,
1.3849,41.353371,0.225332,quasar,mu,,
1.3929,45.854087,0.538794,quasar,mu,,
2.209,44.773405,0.944452,quasar,mu,,
1.3561,45.964184,0.294963,quasar,mu,,
0.5222,42.719983,0.269671,quasar,mu,,
1.8667,43.871036,0.218185,quasar,mu,,
2.983,45.306604,1.072142,quasar,mu,,
1.8486,46.53838,0.609922,quasar,mu,,
0.729,41.873089,0.096569,quasar,mu,,
0.8448,44.3416,0.248418,quasar,mu,,
2.859,43.437714,0.725464,quasar,mu,,
1.6881,45.90157,0.323702,quasar,mu,,
1.434,44.375027,0.200437,quasar,mu,,
1.0259,44.940324,0.189132,quasar,mu,,
0.4765,41.619138,0.278622,quasar,mu,,
1.56,45.471123,0.498453,quasar,mu,,
1.6332,46.495324,0.597703,quasar,mu,,
1.5672,44.85925,0.317105,quasar,mu,,
1.9977,44.374212,0.590345,quasar,mu,,
1.7005,43.906028,0.341631,quasar,mu,,
1.5373,45.583214,0.190438,quasar,mu,,
1.6215,43.849001,0.318966,quasar,mu,,
1.1099,44.701073,0.211019,quasar,mu,,
0.5994,42.588283,0.221457,quasar,mu,,
0.9036,42.788539,0.157855,quasar,mu,,
1.566,45.394947,0.292342,quasar,mu,,
0.309,39.097384,0.116531,quasar,mu,,
0.9996,42.963398,0.172278,quasar,mu,,
1.276,45.704437,0.441524,quasar,mu,,
1.8036,44.996277,0.478773,quasar,mu,,
3.282,46.169965,0.568428,quasar,mu,,
1.7004,45.310991,0.365561,quasar,mu,,
0.935,41.982298,0.173622,quasar,mu,,
2.411,46.132293,1.256548,quasar,mu,,
2.111,47.243296,0.765524,quasar,mu,,
1.0239,47.060103,0.295013,quasar,mu,,
1.3968,44.092007,0.222775,quasar,mu,,
0.259,40.453474,0.174014,quasar,mu,,
0.593,42.275911,0.187713,quasar,mu,,
1.3759,44.486465,0.291854,quasar,mu,,
1.193,44.257548,0.293499,quasar,mu,,
1.7249,45.115047,0.426046,quasar,mu,,
0.4481,41.754577,0.202586,quasar,mu,,
0.8404,44.121419,0.177626,quasar,mu,,
2.0572,44.806814,0.675542,quasar,mu,,
0.6128,45.013609,0.197824,quasar,mu,,
0.6819,43.02367,0.232743,quasar,mu,,
0.777,41.874589,0.156631,quasar,mu,,
0.886,44.429431,0.286998,quasar,mu,,
0.825,43.695326,0.137754,quasar,mu,,
2.156,45.037179,0.415371,quasar,mu,,
2.126,46.51312,0.65139,quasar,mu,,
2.0549,43.230044,0.46983,quasar,mu,,
1.012,46.750796,0.267368,quasar,mu,,
2.655,43.45803,0.600883,quasar,mu,,
0.9828,44.567672,0.162531,quasar,mu,,
2.326,44.6825,0.462205,quasar,mu,,
1.694,45.206594,0.51144,quasar,mu,,
0.5762,41.195031,0.110707,quasar,mu,,
1.807,44.771884,0.32127,quasar,mu,,
1.5186,43.392,0.267901,quasar,mu,,
1.005,42.482508,0.189839,quasar,mu,,
1.6796,47.720549,0.744821,quasar,mu,,
1.5838,45.666739,0.880149,quasar,mu,,
1.8995,44.254308,0.384324,quasar,mu,,
2.1182,47.332232,0.968979,quasar,mu,,
1.5862,44.188574,0.32588,quasar,mu,,
0.7811,45.399162,0.238975,quasar,mu,,
2.639,45.084181,0.762256,quasar,mu,,
1.2759,43.671285,0.206772,quasar,mu,,
1.3751,43.002071,0.171671,quasar,mu,,
0.76,40.754056,0.159973,quasar,mu,,
1.3172,44.897967,0.305673,quasar,mu,,
0.613,40.381327,0.140118,quasar,mu,,
1.2934,44.012679,0.228728,quasar,mu,,
2.875,45.600561,0.537173,quasar,mu,,
2.651,44.532429,1.198727,quasar,mu,,
1.6982,40.088591,0.283221,quasar,mu,,
1.3667,45.783139,0.223919,quasar,mu,,
1.1911,42.362309,0.197462,quasar,mu,,
1.9362,45.459081,0.400366,quasar,mu,,
1.0529,45.334925,0.22752,quasar,mu,,
1.5801,43.704316,0.254115,quasar,mu,,
1.0632,49.037789,0.319583,quasar,mu,,
2.138,45.573562,0.62023,quasar,mu,,
1.9622,44.945418,0.614746,quasar,mu,,
2.1037,45.271555,0.557868,quasar,mu,,
2.13,45.864153,0.554223,quasar,mu,,
0.427,41.252386,0.146975,quasar,mu,,
1.6082,44.948439,0.335179,quasar,mu,,
2.588,46.737651,0.978702,quasar,mu,,
2.741,44.22596,0.411531,quasar,mu,,
0.4011,41.442377,0.219959,quasar,mu,,
1.4418,45.760157,0.343036,quasar,mu,,
1.9526,43.905758,0.416824,quasar,mu,,
2.904,44.404211,0.498791,quasar,mu,,
1.2082,45.050317,0.211168,quasar,mu,,
1.4153,47.368984,0.385389,quasar,mu,,
0.6393,42.045913,0.13237,quasar,mu,,
1.9095,45.027355,0.743664,quasar,mu,,
1.667,43.632951,0.112962,quasar,mu,,
0.4064,41.741463,0.170994,quasar,mu,,
1.4112,46.205833,0.4614,quasar,mu,,
2.498,44.853135,0.628948,quasar,mu,,
0.3814,41.479768,0.200481,quasar,mu,,
1.3172,45.195121,0.407721,quasar,mu,,
0.472,42.967723,0.175463,quasar,mu,,
1.2528,44.039237,0.21505,quasar,mu,,
1.6326,43.438752,0.282308,quasar,mu,,
0.4514,42.1693,0.204577,quasar,mu,,
1.597,43.961055,0.275932,quasar,mu,,
0.3934,41.119676,0.153102,quasar,mu,,
0.3978,41.968412,0.245411,quasar,mu,,
1.712,46.302729,0.578116,quasar,mu,,
0.72,45.974004,0.206207,quasar,mu,,
2.976,45.66248,0.779261,quasar,mu,,
1.4665,39.776855,0.194876,quasar,mu,,
1.437,44.837705,0.396572,quasar,mu,,
1.5715,46.088755,0.236258,quasar,mu,,
1.271,45.717577,0.401837,quasar,mu,,
0.6473,44.65975,0.260651,quasar,mu,,
1.297,45.871898,0.42612,quasar,mu,,
0.8569,44.477366,0.192651,quasar,mu,,
0.2427,43.196109,0.132059,quasar,mu,,
0.395,41.197997,0.287898,quasar,mu,,
0.8724,46.109634,0.276925,quasar,mu,,
0.7605,46.180237,0.348053,quasar,mu,,
0.165,40.059881,0.117317,quasar,mu,,
0.784,42.681891,0.20855,quasar,mu,,
2.0394,46.177846,0.501485,quasar,mu,,
2.1501,45.359172,0.492527,quasar,mu,,
1.7779,44.438856,0.16695,quasar,mu,,
2.1208,45.19371,0.461621,quasar,mu,,
0.6607,43.741049,0.144896,quasar,mu,,
1.3537,43.050255,0.313695,quasar,mu,,
1.2501,44.021317,0.176344,quasar,mu,,
1.603,44.040159,0.319451,quasar,mu,,
2.405,47.407107,1.074047,quasar,mu,,
0.464,40.55327,0.139343,quasar,mu,,
0.7231,43.676733,0.145211,quasar,mu,,
2.097,44.507534,0.890238,quasar,mu,,
0.6238,45.484245,0.24273,quasar,mu,,
1.3239,44.216987,0.369517,quasar,mu,,
2.601,45.8538,1.125354,quasar,mu,,
0.567,42.540814,0.18945,quasar,mu,,
1.957,45.768777,0.693988,quasar,mu,,
2.376,45.646876,0.225963,quasar,mu,,
1.4251,46.369113,0.470342,quasar,mu,,
0.621,42.367164,0.158906,quasar,mu,,
0.8315,44.621348,0.216414,quasar,mu,,
2.0701,43.33626,0.168796,quasar,mu,,
1.5824,45.467853,0.186928,quasar,mu,,
0.9689,44.898627,0.268379,quasar,mu,,
1.448,43.534291,0.251674,quasar,mu,,
1.406,45.06235,0.361275,quasar,mu,,
0.2435,41.509058,0.197853,quasar,mu,,
0.9803,42.685565,0.187608,quasar,mu,,
1.371,44.223449,0.234375,quasar,mu,,
0.766,44.563048,0.219117,quasar,mu,,
0.696,45.622625,0.275939,quasar,mu,,
1.399,42.876116,0.234912,quasar,mu,,
1.222,44.090334,0.254684,quasar,mu,,
1.301,44.788763,0.301192,quasar,mu,,
0.738,49.199226,0.487952,quasar,mu,,
0.9737,43.887809,0.232534,quasar,mu,,
1.688,41.749801,0.244102,quasar,mu,,
1.7253,45.974693,0.479715,quasar,mu,,
0.4366,40.69175,0.139395,quasar,mu,,
3.198,45.008483,0.640081,quasar,mu,,
0.8468,43.783281,0.171526,quasar,mu,,
1.025,44.028896,0.249902,quasar,mu,,
1.428,45.154693,0.300843,quasar,mu,,
1.121,45.301913,0.28415,quasar,mu,,
1.032,44.186707,0.26469,quasar,mu,,
0.8624,44.153016,0.159938,quasar,mu,,
1.054,44.643601,0.207144,quasar,mu,,
1.156,45.934464,0.329498,quasar,mu,,
0.628,43.205616,0.298966,quasar,mu,,
1.061,43.763954,0.218098,quasar,mu,,
1.027,45.022039,0.219226,quasar,mu,,
1.1568,43.185152,0.152909,quasar,mu,,
1.2595,44.565956,0.232927,quasar,mu,,
1.884,47.188468,0.577165,quasar,mu,,
1.102,46.586207,0.31637,quasar,mu,,
1.1971,45.674763,0.363522,quasar,mu,,
2.356,46.149259,1.053976,quasar,mu,,
2.699,46.519845,0.359717,quasar,mu,,
1.3569,44.651126,0.323288,quasar,mu,,
1.707,44.277289,0.234941,quasar,mu,,
2.182,46.533242,0.628139,quasar,mu,,
1.052,44.284191,0.202181,quasar,mu,,
0.9607,45.612356,0.249853,quasar,mu,,
1.596,44.61418,0.221287,quasar,mu,,
1.4955,45.931388,0.228885,quasar,mu,,
1.388,46.143424,0.303723,quasar,mu,,
1.404,44.510953,0.180405,quasar,mu,,
1.087,49.994298,0.50608,quasar,mu,,
2.261,44.962201,0.607152,quasar,mu,,
1.397,44.803958,0.193369,quasar,mu,,
1.446,46.262774,0.376032,quasar,mu,,
1.287,44.632133,0.216087,quasar,mu,,
2.214,44.187935,0.280656,quasar,mu,,
1.538,43.009113,0.247201,quasar,mu,,
1.1336,43.822675,0.214796,quasar,mu,,
2.09,45.546627,0.46394,quasar,mu,,
1.451,45.405051,0.245872,quasar,mu,,
1.7,43.797853,0.353197,quasar,mu,,
1.842,43.363834,0.283864,quasar,mu,,
2.072,46.017048,0.57038,quasar,mu,,
0.9559,43.139337,0.156145,quasar,mu,,
1.788,44.943442,0.245467,quasar,mu,,
1.3106,45.617713,0.334422,quasar,mu,,
2.086,44.215663,0.460845,quasar,mu,,
1.915,46.548647,0.54661,quasar,mu,,
2.734,45.070427,0.770895,quasar,mu,,
2.0411,44.489317,0.389546,quasar,mu,,
1.031,44.335879,0.233663,quasar,mu,,
1.6508,45.614856,0.468745,quasar,mu,,
1.006,45.537697,0.238228,quasar,mu,,
1.412,48.608739,0.557694,quasar,mu,,
0.501,48.219198,0.425087,quasar,mu,,
1.109,47.183168,0.380534,quasar,mu,,
1.565,45.963058,0.425984,quasar,mu,,
1.356,44.680189,0.144927,quasar,mu,,
1.416,45.112599,0.404695,quasar,mu,,
1.353,45.637141,0.359662,quasar,mu,,
1.023,44.368558,0.24374,quasar,mu,,
2.204,46.190558,0.478903,quasar,mu,,
1.3777,45.795926,0.301655,quasar,mu,,
1.687,42.251519,0.159372,quasar,mu,,
1.8185,44.70245,0.35334,quasar,mu,,
1.1654,45.08732,0.254689,quasar,mu,,
1.8843,44.221389,0.524663,quasar,mu,,
1.5733,44.198488,0.137345,quasar,mu,,
1.564,44.344134,0.303816,quasar,mu,,
1.354,44.971275,0.301369,quasar,mu,,
1.773,45.034189,0.540692,quasar,mu,,
0.413,42.771041,0.410231,quasar,mu,,
2.19,43.259276,0.283276,quasar,mu,,
0.789,46.979857,0.301566,quasar,mu,,
1.117,44.93544,0.294061,quasar,mu,,
2.0513,46.294802,0.743398,quasar,mu,,
1.9322,46.763892,0.566754,quasar,mu,,
1.92,45.644633,0.648304,quasar,mu,,
1.8261,42.975541,0.254228,quasar,mu,,
1.915,45.01162,0.683495,quasar,mu,,
2.329,45.110323,0.555063,quasar,mu,,
1.504,46.312174,0.339538,quasar,mu,,
1.9973,45.560581,0.656117,quasar,mu,,
2.452,46.05978,0.742251,quasar,mu,,
1.4241,43.350305,0.397694,quasar,mu,,
2.316,43.909097,0.357561,quasar,mu,,
0.3114,44.662136,0.324303,quasar,mu,,
1.671,44.18834,0.275559,quasar,mu,,
2.301,45.449774,0.54802,quasar,mu,,
1.5583,45.518065,0.433739,quasar,mu,,
1.286,43.519373,0.217282,quasar,mu,,
1.766,48.898945,1.077593,quasar,mu,,
0.606,43.457234,0.280102,quasar,mu,,
0.904,44.522365,0.206303,quasar,mu,,
0.4234,40.01078,0.240203,quasar,mu,,
1.2313,44.545053,0.296144,quasar,mu,,
0.707,45.200436,0.271244,quasar,mu,,
0.8719,43.814407,0.175417,quasar,mu,,
1.655,46.690046,0.528097,quasar,mu,,
1.478,44.091524,0.268388,quasar,mu,,
1.43,42.373528,0.236992,quasar,mu,,
0.931,43.723197,0.18041,quasar,mu,,
2.289,44.543278,0.501021,quasar,mu,,
1.585,44.754318,0.388694,quasar,mu,,
1.7497,44.476861,0.413523,quasar,mu,,
1.933,45.254879,0.541436,quasar,mu,,
2.393,44.511756,0.513893,quasar,mu,,
2.006,44.59816,0.420748,quasar,mu,,
1.015,42.686051,0.172454,quasar,mu,,
0.769,43.713111,0.151612,quasar,mu,,
0.72,44.072959,0.116007,quasar,mu,,
0.802,45.144379,0.299353,quasar,mu,,
0.447,41.728491,0.166066,quasar,mu,,
0.67,43.442384,0.222525,quasar,mu,,
0.649,45.206227,0.147999,quasar,mu,,
1.954,47.689875,0.996697,quasar,mu,,
1.8731,44.769404,0.53283,quasar,mu,,
2.553,44.144701,0.510413,quasar,mu,,
0.6971,42.218051,0.117479,quasar,mu,,
1.2637,45.651806,0.190831,quasar,mu,,
1.6089,46.618313,0.434235,quasar,mu,,
0.884,43.54346,0.214335,quasar,mu,,
0.954,42.543247,0.205171,quasar,mu,,
1.218,44.091344,0.278245,quasar,mu,,
0.7721,43.814656,0.160813,quasar,mu,,
1.0748,47.747546,0.310451,quasar,mu,,
2.27,46.705114,0.549375,quasar,mu,,
1.1327,41.664914,0.158268,quasar,mu,,
1.857,47.896043,0.566699,quasar,mu,,
1.8013,45.418453,0.289691,quasar,mu,,
0.9785,46.390416,0.22683,quasar,mu,,
3.075,46.346467,1.050911,quasar,mu,,
1.565,46.213948,0.619371,quasar,mu,,
1.107,41.563639,0.137662,quasar,mu,,
0.382,45.449308,0.528866,quasar,mu,,
1.055,44.541248,0.252265,quasar,mu,,
0.687,44.269624,0.47489,quasar,mu,,
1.009,45.086547,0.278513,quasar,mu,,
2.35,43.453925,0.450309,quasar,mu,,
0.4679,42.294684,0.130728,quasar,mu,,
1.5244,45.962299,0.468457,quasar,mu,,
2.492,45.406812,0.322627,quasar,mu,,
0.5208,45.765644,0.534673,quasar,mu,,
2.0348,47.069737,0.505686,quasar,mu,,
1.1747,44.806865,0.226641,quasar,mu,,
1.6757,44.547617,0.637573,quasar,mu,,
0.6271,41.415625,0.162272,quasar,mu,,
2.263,47.073946,0.486481,quasar,mu,,
2.87,46.048962,0.44583,quasar,mu,,
1.3051,43.926044,0.279965,quasar,mu,,
1.2465,41.821164,0.282675,quasar,mu,,
1.0138,45.40404,0.222212,quasar,mu,,
0.5633,44.296561,0.118031,quasar,mu,,
0.8823,44.266659,0.136518,quasar,mu,,
0.6599,42.122455,0.139707,quasar,mu,,
0.4446,43.798081,0.20918,quasar,mu,,
0.6065,45.118549,0.433245,quasar,mu,,
1.0462,43.833828,0.127168,quasar,mu,,
0.6999,37.683859,0.169142,quasar,mu,,
1.7452,44.918384,0.398515,quasar,mu,,
1.5203,44.391564,0.212408,quasar,mu,,
3.0602,44.6967,0.562271,quasar,mu,,
0.3063,45.208004,0.132701,quasar,mu,,
2.1666,47.44722,0.743562,quasar,mu,,
1.3984,46.113144,0.217113,quasar,mu,,
0.6641,43.482006,0.184332,quasar,mu,,
2.5817,45.295688,0.817276,quasar,mu,,
2.5145,44.569445,0.975283,quasar,mu,,
1.7852,46.659771,0.224712,quasar,mu,,
0.4539,41.255252,0.212137,quasar,mu,,
1.5667,44.749245,0.245018,quasar,mu,,
0.8762,43.669347,0.192771,quasar,mu,,
1.0752,42.967099,0.220919,quasar,mu,,
0.8115,43.615269,0.150381,quasar,mu,,
2.4674,46.303133,0.422599,quasar,mu,,
1.6112,43.995149,0.277113,quasar,mu,,
1.4,46.90339,0.40748,quasar,mu,,
1.1203,43.609383,0.18194,quasar,mu,,
2.5863,45.14422,0.822725,quasar,mu,,
2.0292,46.524636,0.441698,quasar,mu,,
0.345,41.004459,0.178243,quasar,mu,,
1.0319,44.273865,0.177656,quasar,mu,,
3.09,47.452027,1.057646,quasar,mu,,
0.864,40.861022,0.195206,quasar,mu,,
1.839,42.673254,0.306831,quasar,mu,,
0.9985,42.457569,0.243486,quasar,mu,,
1.8134,44.649609,0.443215,quasar,mu,,
1.4026,45.126563,0.304183,quasar,mu,,
0.7088,42.019566,0.172629,quasar,mu,,
0.9274,43.290491,0.174316,quasar,mu,,
1.076,44.104686,0.243377,quasar,mu,,
1.6299,44.304134,0.237394,quasar,mu,,
0.9739,43.729169,0.180206,quasar,mu,,
1.4613,44.835337,0.27323,quasar,mu,,
1.8955,44.131963,0.378329,quasar,mu,,
0.1864,37.425223,0.173706,quasar,mu,,
0.9164,43.564449,0.124439,quasar,mu,,
0.2631,39.867915,0.199734,quasar,mu,,
1.985,44.121869,0.212774,quasar,mu,,
1.6919,47.609714,0.255955,quasar,mu,,
2.314,45.789552,0.959361,quasar,mu,,
0.4662,42.480989,0.376794,quasar,mu,,
1.2431,45.938851,0.172846,quasar,mu,,
0.8595,44.047992,0.154421,quasar,mu,,
0.5789,43.596459,0.262948,quasar,mu,,
0.755,44.455976,0.287852,quasar,mu,,
1.959,48.235369,0.754878,quasar,mu,,
0.5177,40.448844,0.129631,quasar,mu,,
0.36,43.839829,0.444148,quasar,mu,,
2.1906,45.565198,0.703362,quasar,mu,,
1.2052,46.993388,0.346487,quasar,mu,,
0.358,41.013626,0.125366,quasar,mu,,
2.262,46.233175,0.939915,quasar,mu,,
0.9994,44.493305,0.180635,quasar,mu,,
0.3684,39.759185,0.165936,quasar,mu,,
0.429,41.872374,0.256645,quasar,mu,,
1.6485,46.059562,0.753181,quasar,mu,,
0.821,41.233204,0.115343,quasar,mu,,
0.656,43.448527,0.208076,quasar,mu,,
0.8874,43.432758,0.16272,quasar,mu,,
0.5776,41.078648,0.201437,quasar,mu,,
0.3216,39.347016,0.114419,quasar,mu,,
1.5096,43.572468,0.08441,quasar,mu,,
0.377,40.784877,0.101848,quasar,mu,,
0.1628,38.964898,0.118176,quasar,mu,,
2.531,44.889938,0.443556,quasar,mu,,
1.824,45.001111,0.431846,quasar,mu,,
2.073,46.479348,1.042641,quasar,mu,,
1.009,45.553108,0.222075,quasar,mu,,
0.657,44.002751,0.217683,quasar,mu,,
1.7393,45.241968,0.41503,quasar,mu,,
2.563,47.362329,0.81323,quasar,mu,,
3.08,48.688956,0.859792,quasar,mu,,
0.805,43.706567,0.191203,quasar,mu,,
0.985,43.516568,0.184797,quasar,mu,,
1.0833,45.199493,0.386251,quasar,mu,,
3.156,47.26873,1.158808,quasar,mu,,
0.996,42.948952,0.211273,quasar,mu,,
1.2953,46.100474,0.340155,quasar,mu,,
2.144,42.599752,0.246637,quasar,mu,,
1.634,46.037165,0.362926,quasar,mu,,
1.1992,44.306287,0.211298,quasar,mu,,
1.703,44.891154,0.324427,quasar,mu,,
3.113,46.597441,0.252482,quasar,mu,,
1.1843,42.68743,0.176002,quasar,mu,,
2.34,45.795704,0.786448,quasar,mu,,
1.1939,44.493629,0.373538,quasar,mu,,
0.887,43.952091,0.181735,quasar,mu,,
0.691,43.794605,0.174984,quasar,mu,,
1.699,45.984427,0.222547,quasar,mu,,
1.9562,43.852513,0.389448,quasar,mu,,
0.8666,46.421429,0.246107,quasar,mu,,
1.3311,45.16612,0.39635,quasar,mu,,
0.7964,43.128437,0.179599,quasar,mu,,
1.2766,42.051102,0.139169,quasar,mu,,
1.8755,46.677791,0.631388,quasar,mu,,
1.1484,42.848074,0.089038,quasar,mu,,
0.5802,41.775083,0.15393,quasar,mu,,
1.2145,46.306258,0.228434,quasar,mu,,
0.993,41.27833,0.142324,quasar,mu,,
1.198,43.818575,0.105107,quasar,mu,,
1.224,42.894188,0.146529,quasar,mu,,
0.58,43.2139,0.296739,quasar,mu,,
1.643,44.58502,0.33614,quasar,mu,,
1.038,45.072302,0.272923,quasar,mu,,
1.0267,43.923088,0.143031,quasar,mu,,
1.262,44.129703,0.192378,quasar,mu,,
1.305,43.02606,0.188995,quasar,mu,,
1.592,46.683078,0.43731,quasar,mu,,
1.3413,45.619392,0.35553,quasar,mu,,
1.6163,48.816292,0.348901,quasar,mu,,
1.56,45.759167,0.441412,quasar,mu,,
1.1013,40.437143,0.160341,quasar,mu,,
1.0659,44.941583,0.149666,quasar,mu,,
0.935,42.112666,0.158336,quasar,mu,,
2.345,45.496536,0.705602,quasar,mu,,
1.8298,46.231232,0.258239,quasar,mu,,
2.577,44.972638,0.690489,quasar,mu,,
0.707,40.652979,0.130306,quasar,mu,,
1.596,45.148505,0.13523,quasar,mu,,
2.866,46.821052,0.749252,quasar,mu,,
0.7259,45.294531,0.141464,quasar,mu,,
0.8087,41.776947,0.087256,quasar,mu,,
0.554,42.548493,0.276889,quasar,mu,,
0.5284,42.258663,0.217304,quasar,mu,,
1.0899,41.560541,0.132103,quasar,mu,,
0.4531,41.886134,0.23787,quasar,mu,,
1.5997,44.859964,0.241225,quasar,mu,,
1.5215,45.274602,1.21016,quasar,mu,,
0.282,41.906573,0.22166,quasar,mu,,
0.9575,46.235915,0.315742,quasar,mu,,
0.7035,42.132764,0.206309,quasar,mu,,
1.2268,44.772126,0.228369,quasar,mu,,
0.963,42.251242,0.129049,quasar,mu,,
1.9902,46.242149,0.675608,quasar,mu,,
3.293,43.825175,0.174651,quasar,mu,,
0.6457,42.502719,0.23315,quasar,mu,,
1.1896,45.463739,0.334688,quasar,mu,,
0.4987,43.336013,0.320974,quasar,mu,,
0.5394,40.874245,0.195587,quasar,mu,,
1.3463,47.570294,0.388746,quasar,mu,,
1.826,44.906215,0.126512,quasar,mu,,
1.1325,43.774208,0.206111,quasar,mu,,
0.7919,45.467039,0.150942,quasar,mu,,
1.2974,46.129345,0.386823,quasar,mu,,
1.8722,46.567119,0.25317,quasar,mu,,
1.5881,44.592703,0.303144,quasar,mu,,
0.773,41.712732,0.189145,quasar,mu,,
0.5713,43.192104,0.288684,quasar,mu,,
0.939,44.017141,0.176985,quasar,mu,,
0.9304,44.492386,0.219959,quasar,mu,,
1.276,42.962385,0.145411,quasar,mu,,
2.272,45.298814,0.552662,quasar,mu,,
0.8245,43.789733,0.1906,quasar,mu,,
1.9049,44.546304,0.365662,quasar,mu,,
0.5211,44.732124,0.2662,quasar,mu,,
0.5258,41.470515,0.104005,quasar,mu,,
1.443,43.795664,0.288206,quasar,mu,,
0.795,43.715551,0.195626,quasar,mu,,
0.9632,45.428747,0.284021,quasar,mu,,
1.7117,45.896896,0.516445,quasar,mu,,
1.2885,45.077163,0.308831,quasar,mu,,
1.5845,45.84892,0.449728,quasar,mu,,
2.6729,45.022219,0.652841,quasar,mu,,
0.2147,43.527147,0.221072,quasar,mu,,
0.4383,38.817022,0.183698,quasar,mu,,
0.5387,42.705934,0.162208,quasar,mu,,
0.8309,44.346444,0.1974,quasar,mu,,
0.7647,42.900955,0.170683,quasar,mu,,
2.836,45.645281,0.811521,quasar,mu,,
1.0833,42.057473,0.138746,quasar,mu,,
0.2262,40.901222,0.120536,quasar,mu,,
0.2843,40.906016,0.155264,quasar,mu,,
0.906,42.640485,0.18292,quasar,mu,,
2.87,45.773442,1.185622,quasar,mu,,
1.87,44.591011,0.195795,quasar,mu,,
0.9395,45.702232,0.218913,quasar,mu,,
2.0408,45.418701,0.606849,quasar,mu,,
1.3091,43.776769,0.164269,quasar,mu,,
1.6729,41.622784,0.160226,quasar,mu,,
1.053,41.846349,0.135543,quasar,mu,,
0.5267,46.231507,0.334698,quasar,mu,,
0.567,43.211561,0.189605,quasar,mu,,
1.2134,43.921324,0.196131,quasar,mu,,
1.0338,42.273519,0.126774,quasar,mu,,
0.5866,44.195435,0.10802,quasar,mu,,
0.9363,45.302734,0.245477,quasar,mu,,
0.65,42.461622,0.175883,quasar,mu,,
0.6451,43.700416,0.206675,quasar,mu,,
1.8628,44.607638,0.179107,quasar,mu,,
0.9002,45.296762,0.147791,quasar,mu,,
2.879,46.619977,0.611284,quasar,mu,,
2.398,46.356891,1.131684,quasar,mu,,
1.3295,48.650709,0.362715,quasar,mu,,
0.4688,40.438027,0.127825,quasar,mu,,
2.151,46.19107,0.892754,quasar,mu,,
0.602,43.751189,0.263229,quasar,mu,,
0.4232,43.740346,0.395594,quasar,mu,,
0.2313,42.884075,0.249935,quasar,mu,,
0.6157,42.974177,0.113445,quasar,mu,,
1.6754,44.211905,0.27243,quasar,mu,,
1.3259,43.335712,0.292904,quasar,mu,,
1.7725,44.326008,0.44706,quasar,mu,,
0.9341,45.194943,0.264294,quasar,mu,,
1.7785,42.770275,0.315788,quasar,mu,,
2.482,46.609969,0.627366,quasar,mu,,
1.306,45.02927,0.278272,quasar,mu,,
1.847,42.149503,0.206526,quasar,mu,,
1.2482,46.986371,0.206548,quasar,mu,,
0.392,43.568474,0.128505,quasar,mu,,
1.8125,45.382246,0.552515,quasar,mu,,
0.697,42.993058,0.135148,quasar,mu,,
0.23,39.12491,0.182299,quasar,mu,,
0.9366,44.973907,0.32867,quasar,mu,,
0.8742,43.084424,0.174316,quasar,mu,,
1.4883,45.390331,0.20635,quasar,mu,,
0.2057,39.287397,0.089299,quasar,mu,,
0.6291,42.44398,0.152771,quasar,mu,,
