z,val,err,probe,type,RA,DEC
0.20074,39.7672,0.316127,sne_ia,mu,131.317,43.3857
0.20139,39.8575,0.216953,sne_ia,mu,149.545,0.8783
0.20216,39.6184,0.198124,sne_ia,mu,7.0521,0.118
0.20237,39.9949,0.159703,sne_ia,mu,333.763,-0.3413
0.20268,39.8373,0.184965,sne_ia,mu,328.069,0.2671
0.20308,39.9658,0.146626,sne_ia,mu,330.47,1.045
0.20314,39.8822,0.166845,sne_ia,mu,15.7347,0.1831
0.20318,39.9277,0.173799,sne_ia,mu,44.0692,-0.4108
0.20323,39.9335,0.216127,sne_ia,mu,328.079,0.4719
0.20368,39.9041,0.171481,sne_ia,mu,31.9763,-0.5354
0.20454,39.8809,0.160012,sne_ia,mu,13.5091,1.069
0.20471,39.8427,0.202322,sne_ia,mu,34.9031,-3.5292
0.20515,40.1661,0.227714,sne_ia,mu,316.093,-0.898
0.20549,39.8126,0.174944,sne_ia,mu,36.7225,-0.3278
0.20699,39.9225,0.279831,sne_ia,mu,8.28,-44.1402
0.20736,40.316,0.333666,sne_ia,mu,337.519,0.0036
0.20754,40.0725,0.148972,sne_ia,mu,54.9467,-26.7304
0.20831,39.7299,0.272182,sne_ia,mu,319.396,-0.5239
0.20847,39.8758,0.146778,sne_ia,mu,320.02,-0.1774
0.20856,40.1034,0.239508,sne_ia,mu,334.494,-0.6969
0.20857,39.8639,0.197696,sne_ia,mu,337.544,-0.4078
0.20864,39.8798,0.15965,sne_ia,mu,162.393,57.6157
0.20937,39.8413,0.262138,sne_ia,mu,328.71,0.9337
0.21003,40.1479,0.148877,sne_ia,mu,36.3556,-3.5962
0.21023,39.4543,0.186032,sne_ia,mu,31.46,-0.3319
0.21071,39.9632,0.223017,sne_ia,mu,129.37,44.0453
0.21083,39.806,0.155718,sne_ia,mu,51.1367,1.0224
0.21099,39.9552,0.163264,sne_ia,mu,10.349,0.412
0.21137,40.1415,0.266119,sne_ia,mu,53.8996,-26.9693
0.2116,39.9676,0.230498,sne_ia,mu,32.4599,-0.0618
0.21186,39.9136,0.194498,sne_ia,mu,12.8787,-0.9474
0.21214,39.9374,0.243726,sne_ia,mu,46.6825,-0.754
0.21339,40.0218,0.16528,sne_ia,mu,331.1,0.6912
0.21353,40.0084,0.19033,sne_ia,mu,335.261,-0.7482
0.21383,39.8874,0.197488,sne_ia,mu,11.3517,1.0756
0.21442,40.0179,0.298904,sne_ia,mu,52.7131,-26.46
0.21511,39.8825,0.477887,sne_ia,mu,55.218,-29.4
0.21513,40.4641,0.22943,sne_ia,mu,316.642,-0.648
0.21566,40.2253,0.258716,sne_ia,mu,334.864,0.4945
0.21653,39.8253,0.141535,sne_ia,mu,52.5182,-28.2567
0.21674,40.0672,0.190384,sne_ia,mu,20.3446,-0.0148
0.21677,40.0932,0.185301,sne_ia,mu,4.3264,-0.2573
0.21729,40.1395,0.269611,sne_ia,mu,25.7566,-0.9455
0.21781,39.9942,0.174837,sne_ia,mu,345.219,-0.9811
0.21848,40.2216,0.204417,sne_ia,mu,54.1725,-27.84
0.21884,40.1416,0.247596,sne_ia,mu,54.8701,-27.6439
0.21885,40.1925,0.240729,sne_ia,mu,328.951,1.1808
0.21887,40.1292,0.218822,sne_ia,mu,328.67,0.4134
0.21886,40.0296,0.130815,sne_ia,mu,40.7435,-0.2674
0.21943,40.0048,0.208962,sne_ia,mu,52.1619,-27.1421
0.21935,40.1098,0.160031,sne_ia,mu,14.8796,-0.2565
0.21982,40.0616,0.124319,sne_ia,mu,150.537,2.7186
0.21967,40.0882,0.173376,sne_ia,mu,48.4185,0.63
0.21976,40.2387,0.220195,sne_ia,mu,7.8887,-0.1358
0.22005,39.9228,0.242946,sne_ia,mu,332.891,0.7648
0.22055,40.1876,0.225274,sne_ia,mu,52.0903,-0.3261
0.22069,40.0798,0.266821,sne_ia,mu,6.7737,-0.126
0.22141,40.0441,0.143254,sne_ia,mu,150.006,2.4311
0.22141,40.0588,0.204756,sne_ia,mu,150.006,2.4311
0.22157,40.1937,0.166162,sne_ia,mu,8.0363,-42.5542
0.22287,40.3257,0.281229,sne_ia,mu,341.567,0.4159
0.22335,40.1511,0.167278,sne_ia,mu,7.6632,0.1416
0.22373,40.0162,0.172818,sne_ia,mu,129.496,43.2977
0.22451,40.1293,0.19721,sne_ia,mu,52.1631,-28.1083
0.22451,39.9449,0.245775,sne_ia,mu,52.1631,-28.1083
0.22482,40.1126,0.160616,sne_ia,mu,35.0558,-5.3611
0.22552,40.1491,0.174035,sne_ia,mu,150.183,3.404
0.22534,40.1329,0.188923,sne_ia,mu,317.588,0.9326
0.22536,40.1856,0.197444,sne_ia,mu,4.832,1.0907
0.22563,39.9865,0.175963,sne_ia,mu,161.314,58.1927
0.22632,40.3912,0.201078,sne_ia,mu,357.104,-1.185
0.22714,40.097,0.228488,sne_ia,mu,42.9859,-0.5231
0.22806,40.2236,0.183395,sne_ia,mu,40.8641,-1.6036
0.22853,40.1604,0.308241,sne_ia,mu,334.462,1.4684
0.22917,40.2229,0.202405,sne_ia,mu,334.96,0.0244
0.22967,40.1351,0.188066,sne_ia,mu,334.672,0.6392
0.23006,40.1283,0.227444,sne_ia,mu,28.8137,0.6431
0.23044,40.3062,0.260109,sne_ia,mu,53.3665,-28.3715
0.23066,40.0717,0.296847,sne_ia,mu,243.62,54.7258
0.23075,40.1049,0.204707,sne_ia,mu,331.963,-1.0699
0.23083,40.2958,0.226289,sne_ia,mu,185.618,47.7162
0.23111,40.3169,0.189753,sne_ia,mu,20.9834,1.255
0.2315,40.201,0.226906,sne_ia,mu,351.113,-0.7542
0.23171,40.0875,0.237265,sne_ia,mu,10.0026,-44.0541
0.23212,40.2045,0.159507,sne_ia,mu,10.404,-43.6378
0.23269,39.8341,0.180906,sne_ia,mu,348.833,-0.5626
0.23356,40.1857,0.255059,sne_ia,mu,40.9988,-0.9061
0.23364,40.4148,0.19637,sne_ia,mu,163.262,58.1363
0.23381,40.1788,0.292139,sne_ia,mu,35.6058,-6.1499
0.23381,40.1389,0.214099,sne_ia,mu,35.6058,-6.1499
0.23475,40.1912,0.32799,sne_ia,mu,54.3325,-26.9017
0.23471,40.2784,0.167703,sne_ia,mu,36.9257,-4.3149
0.23483,40.158,0.183242,sne_ia,mu,41.4955,-1.0881
0.23508,40.1629,0.275154,sne_ia,mu,40.2679,-0.9553
0.23543,40.2336,0.214202,sne_ia,mu,15.8603,0.3314
0.2363,40.3805,0.155735,sne_ia,mu,323.96,-1.0574
0.23649,40.2636,0.156727,sne_ia,mu,352.986,0.5363
0.23653,40.4674,0.193131,sne_ia,mu,40.6124,-0.7941
0.23671,40.119,0.236651,sne_ia,mu,10.1623,-0.0736
0.23684,40.2279,0.210237,sne_ia,mu,323.639,-0.8858
0.23711,40.2245,0.203948,sne_ia,mu,35.9031,-5.4815
0.23735,40.7365,0.305716,sne_ia,mu,40.6259,-0.9712
0.23776,40.2317,0.172272,sne_ia,mu,27.5998,1.1721
0.23954,39.9059,0.208409,sne_ia,mu,53.0828,-29.0138
0.23971,40.13,0.180786,sne_ia,mu,55.18,1.0031
0.24004,40.3847,0.264226,sne_ia,mu,244.494,55.7428
0.24072,40.4016,0.166736,sne_ia,mu,130.334,44.7877
0.24106,40.3291,0.130654,sne_ia,mu,243.275,55.6117
0.24153,40.1214,0.184136,sne_ia,mu,53.7742,-26.7649
0.24151,40.172,0.261675,sne_ia,mu,26.3614,-0.0194
0.24207,40.564,0.221356,sne_ia,mu,2.6817,0.2013
0.24267,40.4217,0.219858,sne_ia,mu,354.394,0.2481
0.24271,40.5734,0.259119,sne_ia,mu,128.796,44.4482
0.24316,40.2516,0.143114,sne_ia,mu,13.2052,0.6315
0.24341,40.538,0.306318,sne_ia,mu,25.2433,-0.7278
0.24405,40.2956,0.242814,sne_ia,mu,307.117,0.0062
0.24436,40.2064,0.221704,sne_ia,mu,317.645,-0.1232
0.24449,40.1263,0.186144,sne_ia,mu,54.1562,1.0792
0.24497,40.3336,0.209543,sne_ia,mu,162.029,56.8502
0.24512,40.4957,0.181643,sne_ia,mu,333.949,-0.3155
0.24539,40.3582,0.219468,sne_ia,mu,9.8786,1.0243
0.24594,40.4318,0.167359,sne_ia,mu,149.749,3.1575
0.24604,40.3473,0.149416,sne_ia,mu,6.0596,-0.2483
0.24637,40.378,0.17135,sne_ia,mu,34.6111,0.2267
0.24643,40.2829,0.214739,sne_ia,mu,13.6956,-0.2509
0.24649,40.3907,0.15515,sne_ia,mu,214.752,52.3851
0.24701,40.1983,0.137434,sne_ia,mu,36.3796,-5.879
0.24835,40.203,0.17717,sne_ia,mu,334.069,0.7081
0.24848,40.4912,0.215929,sne_ia,mu,352.767,0.1062
0.24848,40.4276,0.195634,sne_ia,mu,352.767,0.1062
0.24851,40.3657,0.261564,sne_ia,mu,334.8,1.1602
0.24853,40.3256,0.178325,sne_ia,mu,35.8429,0.819
0.24883,40.427,0.180619,sne_ia,mu,34.8064,-0.3848
0.24899,40.3167,0.167358,sne_ia,mu,35.7735,-3.6103
0.24961,40.6733,0.220606,sne_ia,mu,333.293,1.0505
0.24973,40.2961,0.206796,sne_ia,mu,332.089,-1.1488
0.24974,40.3915,0.163714,sne_ia,mu,38.0998,-0.7136
0.25004,40.5965,0.224495,sne_ia,mu,244.663,55.6842
0.25008,40.3764,0.218218,sne_ia,mu,242.951,54.4558
0.2503,40.4145,0.179616,sne_ia,mu,4.0161,0.8076
0.25037,40.5692,0.188725,sne_ia,mu,17.896,-0.0059
0.25052,40.3009,0.188277,sne_ia,mu,213.023,51.6739
0.25077,40.3873,0.202604,sne_ia,mu,8.9711,0.2584
0.25191,40.4698,0.207347,sne_ia,mu,322.321,-1.0032
0.25247,40.4622,0.166497,sne_ia,mu,352.966,-0.6604
0.25249,40.4066,0.259149,sne_ia,mu,337.885,-0.4936
0.25319,40.3688,0.15705,sne_ia,mu,36.0664,-3.1865
0.25345,40.0303,0.262822,sne_ia,mu,6.6408,0.042
0.25394,40.4546,0.167762,sne_ia,mu,22.8627,-0.6316
0.25605,40.6458,0.194176,sne_ia,mu,41.7246,-1.1646
0.25609,40.5593,0.271675,sne_ia,mu,339.018,-0.3752
0.25625,40.3729,0.207312,sne_ia,mu,41.2121,0.3648
0.25672,40.5023,0.251739,sne_ia,mu,335.814,0.253
0.25721,40.5776,0.249962,sne_ia,mu,333.464,-0.9203
0.25723,40.4941,0.193606,sne_ia,mu,8.9057,0.37
0.2576,40.6088,0.22531,sne_ia,mu,39.1168,0.5113
0.258,40.528,0.231214,sne_ia,mu,1.8066,0.349
0.25847,40.4663,0.209281,sne_ia,mu,352.54,-0.8664
0.25855,40.51,0.149785,sne_ia,mu,35.821,-5.1821
0.25911,40.5418,0.163699,sne_ia,mu,8.8633,-44.9171
0.25908,40.2879,0.178603,sne_ia,mu,40.8968,-1.1299
0.25912,40.4255,0.162943,sne_ia,mu,42.845,-0.6485
0.25935,40.5238,0.233841,sne_ia,mu,7.9586,-0.383
0.25954,40.442,0.169977,sne_ia,mu,53.9704,-28.6924
0.26051,40.5033,0.171288,sne_ia,mu,211.862,53.3429
0.26086,40.6128,0.185932,sne_ia,mu,186.266,46.8062
0.2613,40.447,0.207526,sne_ia,mu,39.7207,0.0901
0.26151,40.4182,0.225542,sne_ia,mu,43.4044,0.5102
0.26162,40.6874,0.258941,sne_ia,mu,328.943,0.5935
0.26162,40.681,0.233293,sne_ia,mu,328.943,0.5935
0.26166,40.392,0.226027,sne_ia,mu,323.799,0.1631
0.26173,40.6935,0.249126,sne_ia,mu,39.0202,-0.9942
0.26187,40.7216,0.216893,sne_ia,mu,10.0784,-1.0374
0.26309,40.6388,0.170092,sne_ia,mu,241.861,54.4578
0.26348,40.3997,0.177345,sne_ia,mu,214.783,53.072
0.26384,40.5588,0.167704,sne_ia,mu,184.35,48.3462
0.26386,40.3035,0.205843,sne_ia,mu,35.3241,-2.9491
0.26395,40.6342,0.381046,sne_ia,mu,16.4588,0.1448
0.26405,40.5074,0.238455,sne_ia,mu,17.7049,1.0079
0.26462,40.5153,0.197965,sne_ia,mu,53.5803,-27.5689
0.26451,40.6719,0.256474,sne_ia,mu,359.819,-1.2504
0.2657,40.6087,0.219728,sne_ia,mu,1.9945,0.6382
0.26576,40.3244,0.206109,sne_ia,mu,310.483,1.092
0.26629,40.2901,0.264978,sne_ia,mu,41.0084,-0.4674
0.26687,40.5463,0.204902,sne_ia,mu,17.566,0.472
0.26794,40.5103,0.202065,sne_ia,mu,54.6449,-29.1944
0.26804,40.4623,0.232043,sne_ia,mu,245.239,55.1548
0.2685,40.579,0.191142,sne_ia,mu,333.671,-1.0504
0.26848,40.4553,0.240404,sne_ia,mu,215.077,52.8972
0.26879,40.6039,0.217156,sne_ia,mu,314.895,1.2233
0.27006,40.6363,0.197002,sne_ia,mu,243.469,56.0842
0.2701,40.5089,0.164866,sne_ia,mu,42.6154,-0.5512
0.27045,40.5139,0.20931,sne_ia,mu,353.412,-0.5525
0.27085,40.4887,0.166124,sne_ia,mu,184.975,48.1403
0.27129,40.5677,0.123404,sne_ia,mu,213.525,53.4648
0.27265,40.5415,0.173203,sne_ia,mu,41.1435,-1.2851
0.2734,40.4721,0.208686,sne_ia,mu,335.053,0.4099
0.27444,40.7399,0.293068,sne_ia,mu,352.428,0.7054
0.27511,40.7769,0.239421,sne_ia,mu,53.0671,-27.1943
0.27508,40.5286,0.241865,sne_ia,mu,183.211,47.1458
0.27574,40.6631,0.213576,sne_ia,mu,349.12,-0.0985
0.27619,40.6749,0.180061,sne_ia,mu,351.375,0.4231
0.27656,40.8504,0.272235,sne_ia,mu,31.016,-0.3658
0.27764,40.6186,0.24474,sne_ia,mu,354.498,0.6421
0.27784,40.9187,0.17803,sne_ia,mu,51.7953,-27.8221
0.27924,40.7037,0.164335,sne_ia,mu,34.7606,-0.2728
0.2798,40.5056,0.19932,sne_ia,mu,337.631,-0.5027
0.27987,40.5664,0.153331,sne_ia,mu,184.46,47.4468
0.28049,40.6663,0.153096,sne_ia,mu,215.524,52.5446
0.28122,40.6224,0.174763,sne_ia,mu,47.9591,-0.6924
0.28198,40.5986,0.166629,sne_ia,mu,36.0079,-6.8106
0.28256,40.744,0.297355,sne_ia,mu,214.34,52.4528
0.28333,40.6596,0.184378,sne_ia,mu,43.4955,0.987
0.28395,40.5735,0.154134,sne_ia,mu,35.5268,-3.2333
0.28436,40.5431,0.186562,sne_ia,mu,328.24,0.2538
0.28434,40.6919,0.20709,sne_ia,mu,3.1244,-0.9773
0.28468,41.1135,0.351325,sne_ia,mu,332.373,0.7379
0.28547,40.7046,0.185989,sne_ia,mu,333.867,1.5495
0.28577,40.671,0.173206,sne_ia,mu,130.635,43.9989
0.28655,40.6389,0.217509,sne_ia,mu,328.879,0.8151
0.28723,40.5691,0.250397,sne_ia,mu,341.706,0.7563
0.28746,40.5379,0.238886,sne_ia,mu,6.3646,-0.8396
0.28763,40.8753,0.227224,sne_ia,mu,354.204,-0.7822
0.28806,40.7075,0.188011,sne_ia,mu,35.1072,-5.7725
0.28835,40.749,0.137848,sne_ia,mu,34.8329,-5.7894
0.28843,40.7458,0.165419,sne_ia,mu,351.908,-1.7625
0.28882,40.9433,0.226038,sne_ia,mu,17.0917,-0.0962
0.2889,40.7428,0.228497,sne_ia,mu,344.202,0.4011
0.28896,40.6763,0.168052,sne_ia,mu,35.8313,-4.0678
0.28899,40.702,0.277224,sne_ia,mu,36.5343,-6.76
0.28952,40.9765,0.256114,sne_ia,mu,53.4627,-28.1376
0.29001,40.7393,0.271437,sne_ia,mu,10.1789,-43.9483
0.28998,40.7298,0.234493,sne_ia,mu,37.0067,-3.495
0.29036,40.7861,0.23085,sne_ia,mu,53.8843,0.7034
0.29114,40.484,0.219145,sne_ia,mu,328.884,-0.372
0.29199,40.7606,0.177707,sne_ia,mu,9.4631,-43.7215
0.29186,40.7653,0.172199,sne_ia,mu,41.6099,-1.5799
0.29208,40.7505,0.483728,sne_ia,mu,321.347,-1.0337
0.29208,40.4229,0.292471,sne_ia,mu,321.347,-1.0337
0.29241,40.6378,0.228825,sne_ia,mu,47.9418,0.0919
0.29246,40.6952,0.224836,sne_ia,mu,334.276,0.0287
0.2928,40.7458,0.174302,sne_ia,mu,241.234,54.8781
0.29291,40.8268,0.203556,sne_ia,mu,183.732,46.5759
0.29354,40.857,0.204834,sne_ia,mu,3.2656,-0.6201
0.29496,40.762,0.173778,sne_ia,mu,35.2946,-6.4631
0.29568,41.0209,0.307913,sne_ia,mu,359.319,0.2494
0.29576,40.9989,0.165779,sne_ia,mu,130.2,44.5906
0.29639,40.9938,0.366054,sne_ia,mu,320.414,0.8947
0.29683,40.6595,0.202621,sne_ia,mu,326.015,0.7263
0.29687,40.7505,0.210501,sne_ia,mu,36.0024,-6.4977
0.29842,41.2705,0.232731,sne_ia,mu,351.761,-1.0284
0.29845,40.6539,0.272883,sne_ia,mu,335.06,0.3776
0.29888,40.9195,0.25505,sne_ia,mu,307.936,0.2448
0.29923,41.0113,0.341681,sne_ia,mu,349.675,-1.2049
0.29947,41.0213,0.195981,sne_ia,mu,51.682,-27.9362
0.29936,40.7335,0.186464,sne_ia,mu,35.158,0.3484
0.30007,40.9837,0.198158,sne_ia,mu,243.619,54.003
0.30022,40.8795,0.247188,sne_ia,mu,52.342,-1.0947
0.30078,41.1729,0.294726,sne_ia,mu,130.663,43.7841
0.3015,40.8585,0.191702,sne_ia,mu,148.716,1.9617
0.30141,41.1086,0.206046,sne_ia,mu,351.124,-0.4843
0.30254,40.8894,0.22475,sne_ia,mu,54.727,-27.5411
0.30296,40.8204,0.274703,sne_ia,mu,35.8305,-6.5263
0.30339,40.9204,0.142521,sne_ia,mu,161.353,57.2179
0.30354,41.0778,0.197526,sne_ia,mu,345.262,-0.2074
0.30396,40.719,0.22209,sne_ia,mu,35.9318,-5.9612
0.30395,40.7052,0.182517,sne_ia,mu,35.2667,0.4964
0.30478,41.0411,0.242802,sne_ia,mu,52.8599,-28.3531
0.30477,40.9018,0.140115,sne_ia,mu,36.3454,-5.3241
0.30519,40.5924,0.306711,sne_ia,mu,312.626,0.3987
0.30525,40.9054,0.133839,sne_ia,mu,162.404,58.9533
0.30551,41.0041,0.226225,sne_ia,mu,52.9893,-28.8836
0.30568,40.9451,0.165493,sne_ia,mu,163.119,57.8072
0.30641,40.8959,0.201565,sne_ia,mu,352.676,-1.556
0.30668,41.16,0.239095,sne_ia,mu,163.263,57.8064
0.30697,40.9573,0.150058,sne_ia,mu,9.4105,-43.9203
0.30805,41.2018,0.139651,sne_ia,mu,244.451,54.6334
0.30822,40.9533,0.254065,sne_ia,mu,16.1904,0.5139
0.30881,40.9954,0.152417,sne_ia,mu,53.3579,-29.4719
0.30915,41.046,0.250639,sne_ia,mu,322.815,-1.057
0.3093,40.9757,0.270379,sne_ia,mu,327.786,-0.8429
0.30939,41.0177,0.300429,sne_ia,mu,348.164,0.2669
0.30955,40.72,0.257177,sne_ia,mu,315.012,0.8276
0.31043,40.6197,0.336421,sne_ia,mu,34.5464,-5.0101
0.31053,40.9962,0.221391,sne_ia,mu,53.0191,-0.1001
0.31077,41.046,0.182638,sne_ia,mu,131.639,45.3562
0.31152,41.0123,0.141744,sne_ia,mu,149.82,1.6135
0.31185,41.0377,0.210925,sne_ia,mu,8.0837,-43.7408
0.31195,40.9503,0.160446,sne_ia,mu,35.496,-6.4982
0.31252,40.9565,0.149709,sne_ia,mu,43.2295,-0.5418
0.31258,41.0352,0.279475,sne_ia,mu,36.1025,-4.6749
0.31259,40.6239,0.2062,sne_ia,mu,23.0082,-0.4297
0.31287,41.0195,0.203499,sne_ia,mu,37.1332,-4.0413
0.31294,41.0061,0.176794,sne_ia,mu,35.3025,-4.6502
0.31377,41.0228,0.214434,sne_ia,mu,40.2865,0.1444
0.31444,41.1251,0.155711,sne_ia,mu,333.569,0.9209
0.31495,41.0194,0.227804,sne_ia,mu,34.1495,-0.1552
0.31509,40.8837,0.219964,sne_ia,mu,34.2759,0.5348
0.31577,41.2033,0.233304,sne_ia,mu,128.986,43.4945
0.31582,40.933,0.227638,sne_ia,mu,32.8294,-0.9983
0.31613,41.1979,0.274091,sne_ia,mu,333.483,1.0865
0.31773,41.0738,0.195921,sne_ia,mu,35.4423,-5.1516
0.31795,41.0772,0.167213,sne_ia,mu,35.3447,-4.668
0.31813,41.0199,0.153489,sne_ia,mu,334.622,0.9415
0.31839,41.3345,0.327925,sne_ia,mu,351.303,-1.0245
0.31893,41.141,0.177674,sne_ia,mu,35.2776,-4.5196
0.31892,40.8941,0.203876,sne_ia,mu,34.8496,-5.4304
0.32089,41.2315,0.207296,sne_ia,mu,186.183,47.6681
0.32095,40.9546,0.156373,sne_ia,mu,36.8228,-3.8213
0.32108,41.1921,0.293444,sne_ia,mu,43.2731,0.5575
0.32214,40.7271,0.199265,sne_ia,mu,150.471,2.0426
0.32214,40.8628,0.158186,sne_ia,mu,150.471,2.0426
0.32214,40.8774,0.138773,sne_ia,mu,150.471,2.0426
0.32265,40.9316,0.211904,sne_ia,mu,4.7535,-0.2815
0.32454,41.0699,0.126468,sne_ia,mu,150.462,2.1063
0.32535,41.2273,0.193265,sne_ia,mu,244.566,55.3847
0.3255,41.2625,0.255286,sne_ia,mu,215.548,52.6318
0.3257,41.1639,0.271274,sne_ia,mu,345.762,0.8492
0.32573,41.0478,0.141716,sne_ia,mu,35.6546,-4.1333
0.32622,41.0504,0.157201,sne_ia,mu,42.2701,0.5823
0.32794,41.0002,0.171833,sne_ia,mu,343.551,1.0507
0.32829,41.3079,0.308428,sne_ia,mu,241.437,56.0744
0.32838,41.351,0.278699,sne_ia,mu,351.529,-0.3194
0.32843,40.934,0.295651,sne_ia,mu,333.38,-0.4529
0.3287,41.0716,0.150485,sne_ia,mu,55.0471,-26.9756
0.32859,41.1,0.144172,sne_ia,mu,36.8506,-3.7494
0.3286,40.9276,0.222195,sne_ia,mu,358.969,0.877
0.3291,41.0566,0.165152,sne_ia,mu,52.7975,-27.9593
0.32931,41.4109,0.310571,sne_ia,mu,342.111,-0.4353
0.32943,41.2391,0.162498,sne_ia,mu,36.0723,-3.3093
0.3296,41.1031,0.114803,sne_ia,mu,36.6637,-4.9708
0.32985,40.8444,0.209813,sne_ia,mu,351.562,-0.3823
0.33055,41.2306,0.131607,sne_ia,mu,150.995,2.2624
0.33048,41.1674,0.214426,sne_ia,mu,36.7437,-4.9677
0.33052,41.1689,0.23109,sne_ia,mu,12.2377,-0.9057
0.3308,41.1586,0.239453,sne_ia,mu,129.736,43.3139
0.3308,40.996,0.212048,sne_ia,mu,129.736,43.3139
0.33094,41.0098,0.137116,sne_ia,mu,36.4316,-4.1441
0.33154,41.0301,0.218692,sne_ia,mu,150.235,2.5796
0.33137,41.2335,0.285481,sne_ia,mu,346.554,0.329
0.33155,41.1012,0.166036,sne_ia,mu,150.174,1.8316
0.33179,41.0149,0.143999,sne_ia,mu,131.337,44.7548
0.3324,40.977,0.159233,sne_ia,mu,54.8978,-28.9108
0.3329,41.3299,0.201675,sne_ia,mu,184.002,47.9204
0.33353,41.0025,0.141896,sne_ia,mu,53.3008,-28.0249
0.33353,41.0366,0.176123,sne_ia,mu,53.3008,-28.0249
0.33439,41.1204,0.23572,sne_ia,mu,350.362,1.1325
0.3349,41.0251,0.171864,sne_ia,mu,184.696,47.6473
0.33513,41.0242,0.177927,sne_ia,mu,55.3407,-29.1493
0.33663,41.0367,0.18424,sne_ia,mu,36.6066,-4.1552
0.33752,41.1678,0.278653,sne_ia,mu,54.1486,-28.6251
0.33739,41.0098,0.23724,sne_ia,mu,242.077,54.9081
0.33753,41.1477,0.176101,sne_ia,mu,214.15,52.4789
0.3378,41.1537,0.233862,sne_ia,mu,52.0379,-27.5329
0.33825,41.145,0.211242,sne_ia,mu,150.413,3.2498
0.33851,41.1131,0.200412,sne_ia,mu,53.5214,-28.8077
0.339,41.0555,0.356511,sne_ia,mu,54.5592,-28.7099
0.34051,41.1737,0.192422,sne_ia,mu,215.611,52.3334
0.3409,41.0587,0.1943,sne_ia,mu,34.748,-4.8807
0.34101,41.0641,0.255103,sne_ia,mu,31.2207,-0.3265
0.34176,41.2122,0.321008,sne_ia,mu,8.9162,-44.8937
0.34448,41.3081,0.152468,sne_ia,mu,52.695,-28.6493
0.3445,41.2914,0.299203,sne_ia,mu,54.2033,-26.7605
0.34479,41.2333,0.171671,sne_ia,mu,36.2633,-5.5418
0.34547,41.2033,0.23021,sne_ia,mu,52.0706,-28.6233
0.34594,41.3318,0.136683,sne_ia,mu,36.6572,-4.8388
0.34686,41.4163,0.370346,sne_ia,mu,351.308,-0.6051
0.34704,41.1174,0.244272,sne_ia,mu,244.724,55.7829
0.34872,41.3721,0.218415,sne_ia,mu,36.1903,-4.8221
0.34899,41.2499,0.158604,sne_ia,mu,242.905,53.9703
0.34918,41.282,0.206036,sne_ia,mu,10.262,-44.3941
0.3492,41.1406,0.157954,sne_ia,mu,241.475,55.1978
0.34946,41.2033,0.168604,sne_ia,mu,149.827,2.9349
0.34957,41.005,0.226318,sne_ia,mu,150.148,1.7842
0.34956,41.3756,0.171432,sne_ia,mu,150.262,2.6581
0.34952,41.1526,0.205831,sne_ia,mu,54.3495,-28.44
0.34957,41.4873,0.287684,sne_ia,mu,150.148,1.7842
0.35017,41.1867,0.147015,sne_ia,mu,53.6462,-28.127
0.35066,41.2342,0.163121,sne_ia,mu,150.115,2.694
0.35087,41.2532,0.161378,sne_ia,mu,243.451,55.6085
0.35157,41.4798,0.209505,sne_ia,mu,150.019,1.886
0.35156,41.3343,0.138963,sne_ia,mu,149.628,2.8718
0.35361,41.3657,0.191944,sne_ia,mu,241.617,53.8718
0.35527,41.4647,0.223042,sne_ia,mu,149.786,2.204
0.35767,41.3574,0.291964,sne_ia,mu,321.358,0.3245
0.35791,41.3539,0.215252,sne_ia,mu,42.2137,-0.1522
0.35833,41.2423,0.215992,sne_ia,mu,214.609,52.5285
0.35858,41.1484,0.288995,sne_ia,mu,150.092,1.7654
0.35901,41.1532,0.305677,sne_ia,mu,40.8943,-1.5184
0.35897,41.4429,0.171109,sne_ia,mu,243.192,54.8737
0.35949,41.4213,0.15447,sne_ia,mu,53.2945,-27.9578
0.36005,41.187,0.191161,sne_ia,mu,244.449,55.3023
0.36023,41.0791,0.230289,sne_ia,mu,163.283,57.2013
0.36081,41.4328,0.197529,sne_ia,mu,130.408,43.7715
0.36138,41.1159,0.288022,sne_ia,mu,333.495,-0.1916
0.36272,41.2452,0.209997,sne_ia,mu,42.8035,-0.6691
0.36326,41.364,0.215101,sne_ia,mu,53.2592,-26.8541
0.36491,41.4626,0.291566,sne_ia,mu,36.3388,-4.3953
0.36613,41.136,0.226225,sne_ia,mu,352.444,0.5905
0.36648,41.2327,0.155657,sne_ia,mu,333.082,1.0359
0.36705,41.2088,0.151911,sne_ia,mu,37.1372,-4.3728
0.3678,41.2627,0.165575,sne_ia,mu,130.138,44.3739
0.36791,41.4699,0.158375,sne_ia,mu,36.5368,-4.1096
0.36844,41.5479,0.336428,sne_ia,mu,7.3584,-42.2673
0.36862,41.463,0.345551,sne_ia,mu,8.8776,-44.3713
0.36952,41.4498,0.244353,sne_ia,mu,40.2107,0.6588
0.36977,41.2185,0.255045,sne_ia,mu,23.3675,0.5247
0.37012,41.3794,0.188778,sne_ia,mu,241.233,53.9121
0.37059,41.3759,0.163241,sne_ia,mu,150.484,1.8795
0.37051,41.3833,0.160025,sne_ia,mu,334.269,-17.6776
0.37046,41.6395,0.256631,sne_ia,mu,6.1407,-0.2791
0.37053,41.273,0.282407,sne_ia,mu,214.87,52.8648
0.37053,41.0698,0.135854,sne_ia,mu,214.87,52.8648
0.37087,41.4098,0.39052,sne_ia,mu,34.4183,-4.8371
